id,category,level,question,option1,option2,option3,option4,answer,explanation
"DAM-M043","damascus","medium","ما هو التفسير المعماري لوجود ""المشربيات"" (الشناشيل) الخشبية البارزة في طوابق البيوت الدمشقية القديمة المطلة على الزقاق؟","توفير التهوية والظل، والسماح برؤية الشارع دون كشف خصوصية أهل البيت","إضافة وزن للمبنى ليصبح مقاوماً للزلازل","منع دخول ضوء الشمس نهائياً","تخزين مياه الأمطار في فصل الشتاء","توفير التهوية والظل، والسماح برؤية الشارع دون كشف خصوصية أهل البيت","المشربية حل هندسي ذكي يوفر الراحة المناخية والخصوصية الاجتماعية للمرأة الدمشقية قديماً."
"DAM-M044","damascus","medium","كيف تأثر ""قصر العظم"" بدمشق بأحداث الثورة السورية الكبرى عام 1925؟","تعرض لقصف فرنسي عنيف أدى لتدمير أجزاء واسعة منه، ثم أُعيد ترميمه لاحقاً","لم يتأثر أبداً وبقي بمنأى عن الأحداث","تم بناؤه من جديد في منطقة أخرى","تحول إلى مستشفى عسكري فرنسي","تعرض لقصف فرنسي عنيف أدى لتدمير أجزاء واسعة منه، ثم أُعيد ترميمه لاحقاً","القصف الفرنسي لدمشق ألحق أضراراً جسيمة بالتراث، ولكن أعمال الترميم الدقيقة أعادت للقصر ألقه."
"DAM-M045","damascus","medium","لماذا كانت أبواب دمشق السبعة تُغلق مع غروب الشمس في العصور القديمة؟","لأسباب أمنية بحتة لحماية المدينة من الغزوات واللصوص ليلاً","لمنع خروج التجارة من المدينة","كجزء من الطقوس الدينية القديمة","لأن الشوارع لم تكن مضاءة","لأسباب أمنية بحتة لحماية المدينة من الغزوات واللصوص ليلاً","إغلاق الأبواب كان إجراءً عسكرياً وأمنياً يحول المدينة إلى قلعة محصنة لا يمكن اختراقها ليلاً."
"ENV-M031","environment","medium","كيف تؤثر طوبوغرافية (شكل التضاريس) دمشق على مستوى تلوث الهواء فيها شتاءً؟","دمشق محاطة بالجبال كالحوض، مما يحبس الهواء البارد والملوثات في الأسفل (ظاهرة الانقلاب الحراري)","الجبال تزيد من سرعة الرياح وتطرد التلوث فوراً","طبيعة الأرض المنبسطة تمنع تراكم أي دخان","الجبال تمتص الانبعاثات الكربونية وتقضي عليها","دمشق محاطة بالجبال كالحوض، مما يحبس الهواء البارد والملوثات في الأسفل (ظاهرة الانقلاب الحراري)","ظاهرة الانقلاب الحراري تمنع تشتت دخان السيارات والمصانع، مما يخلق سحابة ضباب دخاني فوق المدينة."
"ENV-M032","environment","medium","ما هي الفائدة الاقتصادية والبيئية لـ ""اقتصاد الإصلاح"" (Repair Economy) الذي يشتهر به المجتمع السوري؟","صيانة وإصلاح الأجهزة المعطلة بدل رميها يطيل عمرها ويقلل النفايات الإلكترونية وهدر الموارد","يؤدي إلى انهيار مصانع الأجهزة الجديدة","يزيد من استهلاك الكهرباء في المنازل","لا توجد له أي فائدة بيئية حقيقية","صيانة وإصلاح الأجهزة المعطلة بدل رميها يطيل عمرها ويقلل النفايات الإلكترونية وهدر الموارد","ثقافة ""التصليح"" السورية هي تطبيق عملي قوي للاقتصاد الدائري الذي يرفض الاستهلاك المفرط."
"ENV-M033","environment","medium","كيف أثرت التغطية الإسمنتية وتضييق مجرى ""نهر بردى"" في بعض أحياء دمشق على البيئة المائية؟","أدت لغياب التنظيف الطبيعي لأشعة الشمس، وتدمير التنوع الحيوي وزيادة نسبة التلوث فيه","حسنت جودة المياه وجعلتها صالحة للشرب","وسعت مجرى النهر ومنعت جفافه","سهلت حركة الأسماك في النهر","أدت لغياب التنظيف الطبيعي لأشعة الشمس، وتدمير التنوع الحيوي وزيادة نسبة التلوث فيه","تغطية النهر بالإسمنت حولته في بعض المناطق إلى ما يشبه قنوات الصرف الصحي المحرومة من الأكسجين."
"ENV-M034","environment","medium","كيف تساهم فئة ""نابشي القمامة"" (القطاع غير الرسمي) في المدن بالتأثير على إدارة النفايات؟","يقومون بعملية فرز أولي واستخراج للمواد القابلة للتدوير (كالبلاستيك)، رغم المخاطر الصحية لعملهم","يقومون بحرق النفايات بالكامل في المكبات","يطمرون النفايات في الحدائق العامة","يمنعون سيارات البلدية من أداء عملها","يقومون بعملية فرز أولي واستخراج للمواد القابلة للتدوير (كالبلاستيك)، رغم المخاطر الصحية لعملهم","رغم قسوة عملهم، هم يشكلون الحلقة الأولى (غير الرسمية) في سلسلة إعادة التدوير في الدول النامية."
"ENV-M035","environment","medium","ما هو الحل الهندسي البيئي المتبع في بعض مساجد دمشق لترشيد استهلاك المياه؟","تدوير ""المياه الرمادية"" الناتجة عن الوضوء واستخدامها لري حدائق المسجد وتنظيف الباحات","منع المصلين من الوضوء بالماء الجاري","تعبئة مياه الأمطار في قوارير بلاستيكية","تبخير مياه الصرف الصحي الثقيلة","تدوير ""المياه الرمادية"" الناتجة عن الوضوء واستخدامها لري حدائق المسجد وتنظيف الباحات","مياه الوضوء نظيفة نسبياً، وإعادة توجيهها للري يوفر آلاف الليترات من المياه العذبة يومياً."
"ENV-M036","environment","medium","ما هي المشكلة البيئية المرتبطة بزراعة أشجار ""عالية الاستهلاك المائي"" كأشجار الزينة الدخيلة في شوارع دمشق؟","تستنزف المياه الجوفية ولا تقدم فوائد ظل حقيقية أو دعماً للبيئة المحلية المتكيفة مع الجفاف","تكبر بسرعة وتدمر المباني السكنية العالية","أوراقها تتساقط طوال فصول السنة","لا يوجد لها أي مشكلة بيئية","تستنزف المياه الجوفية ولا تقدم فوائد ظل حقيقية أو دعماً للبيئة المحلية المتكيفة مع الجفاف","الاعتماد على نباتات غريبة عن البيئة الشامية يزيد فاتورة الري ويفقد المدينة هويتها النباتية المستدامة."
"ENV-M037","environment","medium","كيف يؤثر ""التغير المناخي"" العالمي على الأمن المائي في حوض دمشق؟","يؤدي لتذبذب معدلات الهطول المطري، وتوالي سنوات الجفاف، وانخفاض تغذية الينابيع الجوفية","يزيد من كميات الثلوج على جبل قاسيون بشكل دائم","يرفع مستوى نهر بردى ليفيض على المدينة","لا يؤثر أبداً على الموارد المائية","يؤدي لتذبذب معدلات الهطول المطري، وتوالي سنوات الجفاف، وانخفاض تغذية الينابيع الجوفية","الجفاف المتكرر هو ناقوس خطر يهدد الأمن الغذائي والمائي في المنطقة بأكملها."
"ENV-M038","environment","medium","في تصميم المباني، ما هو ""العزل الحراري"" وكيف يحمي البيئة؟","استخدام مواد تمنع تسرب الحرارة للداخل صيفاً وللخارج شتاءً، مما يقلل تشغيل المكيفات والمدافئ","تغليف المبنى بالبلاستيك الشفاف لإدخال الشمس","بناء نوافذ ضخمة لا يمكن إغلاقها","استخدام ألوان داكنة جداً للواجهات","استخدام مواد تمنع تسرب الحرارة للداخل صيفاً وللخارج شتاءً، مما يقلل تشغيل المكيفات والمدافئ","العزل الجيد هو خط الدفاع الأول لترشيد الطاقة، ويُعتبر استثماراً مالياً ممتازاً على المدى الطويل."
"ENV-M039","environment","medium","ما هي مشكلة ""البلاستيك الدقيق"" (Microplastics) في مصادر المياه؟","جزيئات بلاستيكية صغيرة جداً لا تُرى بالعين، تتسرب للسلسلة الغذائية وتهدد صحة الإنسان والكائنات","بلاستيك مفيد جداً في تنقية الشوائب من الماء","نوع من أنواع الأسماك البحرية الصغيرة","تتحلل وتتحول لغذاء طبيعي للنباتات","جزيئات بلاستيكية صغيرة جداً لا تُرى بالعين، تتسرب للسلسلة الغذائية وتهدد صحة الإنسان والكائنات","العبوات البلاستيكية تتحلل في الطبيعة إلى مايكرو-بلاستيك، وينتهي بها المطاف في المياه وأجسامنا."
"ENV-M040","environment","medium","ما هو التبرير البيئي لإعادة تفعيل وتطوير شبكات ""النقل السككي"" (القطارات والترام) داخل المدن المزدحمة؟","تعمل بالكهرباء، تنقل أعداداً هائلة، وتقلل الاعتماد على الميكروباصات الملوثة والسيارات الخاصة","لتشجيع الناس على السفر بين الدول فقط","لأنها تزيد من الازدحام في الشوارع الضيقة","لأن تكلفة صيانتها مجانية تماماً","تعمل بالكهرباء، تنقل أعداداً هائلة، وتقلل الاعتماد على الميكروباصات الملوثة والسيارات الخاصة","النقل السككي هو العمود الفقري لأي مدينة مستدامة، فهو الأقل تلويثاً والأكثر كفاءة مكانية."
"ENV-M041","environment","medium","ما هو الغرض من ""تقييم الأثر البيئي"" (EIA) قبل البدء بإنشاء أي مشروع صناعي كبير بالقرب من حي سكني؟","دراسة المخاطر المتوقعة للمشروع على هواء وماء وصحة السكان، ووضع حلول استباقية لمنع التلوث","إحصاء أرباح المشروع لتوزيعها على السكان","تحديد موعد حفل الافتتاح الرسمي للمشروع","الحصول على إعفاءات ضريبية من البلدية","دراسة المخاطر المتوقعة للمشروع على هواء وماء وصحة السكان، ووضع حلول استباقية لمنع التلوث","تقييم الأثر البيئي هو وثيقة ملزمة قانونياً تمنع الكوارث البيئية قبل وقوعها."
"ENV-M042","environment","medium","أي من التكتيكات التالية يمثل نهجاً مستداماً في التخفيف من النفايات الورقية في المؤسسات التعليمية؟","رقمنة المناهج والامتحانات واعتماد أنظمة الإدارة الإلكترونية بدلاً من الطباعة الورقية المستمرة","شراء ورق مصنوع من البلاستيك ليدوم أطول","حرق الكتب المدرسية نهاية كل عام","تخزين كل الأوراق في مستودعات ضخمة","رقمنة المناهج والامتحانات واعتماد أنظمة الإدارة الإلكترونية بدلاً من الطباعة الورقية المستمرة","التحول الرقمي (Digital Transformation) هو خطوة بيئية وإدارية توفر الموارد وتقلل البصمة الكربونية."
"ENV-M043","environment","medium","كيف تؤثر ""الزراعة العضوية"" الخالية من الكيماويات إيجاباً على صحة البيئة المحيطة؟","تحافظ على خصوبة التربة، وتحمي المياه الجوفية من التسمم بالنيترات والمبيدات","تزيد من حجم المحصول بأضعاف مضاعفة فوراً","تتطلب كميات هائلة من مياه الري","تجعل النباتات تنمو في الظلام التام","تحافظ على خصوبة التربة، وتحمي المياه الجوفية من التسمم بالنيترات والمبيدات","الزراعة العضوية تعيد التوازن للطبيعة وتحمي الموارد المائية من التسربات الكيميائية السامة."
"ENV-M044","environment","medium","ما هي الفائدة من تبني سياسات ""المشتريات الخضراء"" في الشركات والبلديات؟","إعطاء الأولوية لشراء منتجات صديقة للبيئة، معاد تدويرها، وموفرة للطاقة لتشجيع الأسواق المستدامة","شراء منتجات ذات لون أخضر فقط للزينة","استيراد البضائع الأجنبية حصراً لرخصها","الامتناع التام عن الشراء وتجميد العمل","إعطاء الأولوية لشراء منتجات صديقة للبيئة، معاد تدويرها، وموفرة للطاقة لتشجيع الأسواق المستدامة","قوة الشراء الحكومية والمؤسسية قادرة على تغيير السوق ودعم الشركات التي تحترم المعايير البيئية."
"ENV-M045","environment","medium","في التخطيط الحضري، كيف نحد من خطر ""الفيضانات المفاجئة"" الناتجة عن الأمطار الغزيرة في المدن المتعرقة بالإسفلت؟","بزيادة المساحات الخضراء والأسطح المنفذة للمياه (كالأرصفة المفرغة) للسماح بتسرب المياه للتربة","بتغطية جميع الحدائق بالإسفلت لمنع الطين","بإغلاق مصارف المياه في الشوارع","ببناء سدود ضخمة داخل الأحياء السكنية","بزيادة المساحات الخضراء والأسطح المنفذة للمياه (كالأرصفة المفرغة) للسماح بتسرب المياه للتربة","المدن الأسفلتية تمنع التربة من امتصاص الأمطار؛ الأسطح النفوذة (Permeable surfaces) تمنع تشكل السيول."
"DEV-M031","development","medium","كيف يساهم تطوير مشاريع ""المؤونة المنزلية"" (المكدوس، المربيات) التي تقوم بها النساء السوريات في التنمية المحلية؟","يُمثل استثماراً للخبرات التراثية في مشاريع متناهية الصغر تدر دخلاً، وتدعم الأمن الغذائي للأسرة","يؤدي إلى انهيار المعامل والمصانع الغذائية الكبرى","يتطلب رؤوس أموال ضخمة بالدولار للبدء به","يعتبر تضييعاً لوقت المرأة وتهميشاً لدورها","يُمثل استثماراً للخبرات التراثية في مشاريع متناهية الصغر تدر دخلاً، وتدعم الأمن الغذائي للأسرة","الصناعات المنزلية (المونة) هي ركيزة للاقتصاد غير الرسمي الذي حوّل الكثير من النساء لمعيلات ناجحات."
"DEV-M032","development","medium","ما هو الأثر التنموي لمشكلة ""عدم توافق المهارات"" (Skills Mismatch) بين الخريجين وسوق العمل السوري؟","ارتفاع البطالة بين الجامعيين ونقص حاد في الكوادر التقنية والمهنية التي تحتاجها المصانع والشركات","انعدام الحاجة لبناء جامعات جديدة كلياً","زيادة رواتب جميع الموظفين في القطاع الخاص","تطور سريع جداً في القطاع الزراعي البحت","ارتفاع البطالة بين الجامعيين ونقص حاد في الكوادر التقنية والمهنية التي تحتاجها المصانع والشركات","التنمية تتطلب ربط مناهج التعليم باحتياجات السوق الحقيقية لتجنب هدر طاقات الشباب في بطالة مقنعة."
"DEV-M033","development","medium","في اقتصاد الأحياء السورية، ماذا يمثل ""صندوق العائلة"" أو ""الجمعية المالية الشهرية"" بين الجيران؟","شكل من أشكال التكافل الاجتماعي والتمويل الأصغر غير الرسمي لمواجهة الأزمات أو بدء مشاريع صغيرة","عملية مصرفية دولية معقدة جداً","نوع من أنواع الضرائب الحكومية الإجبارية","احتيال مالي غير منظم يجب منعه","شكل من أشكال التكافل الاجتماعي والتمويل الأصغر غير الرسمي لمواجهة الأزمات أو بدء مشاريع صغيرة","الجمعيات الأهلية المالية هي حل مجتمعي ذكي لتجميع الموارد المالية بعيداً عن فوائد البنوك المعقدة."
"DEV-M034","development","medium","كيف تؤثر جودة ""الإنارة الطرقية"" في الشوارع على الدورة الاقتصادية والاجتماعية للحي؟","تعزز الإحساس بالأمان، تزيد من ساعات النشاط التجاري ليلاً، وتحمي المشاة من الحوادث","ترفع فاتورة الكهرباء فقط دون أي فوائد مجتمعية","تمنع الناس من النوم بشكل مريح ليلاً","لا يوجد لها أي ارتباط بعلم التنمية والتطوير","تعزز الإحساس بالأمان، تزيد من ساعات النشاط التجاري ليلاً، وتحمي المشاة من الحوادث","الشارع المضاء هو شارع آمن ونابض بالحياة؛ الإنارة تعزز حيوية الأسواق والمقاهي وتقلل الجريمة."
"DEV-M035","development","medium","ماذا يقصد بالتخطيط ""الدامج"" (Inclusive Planning) عند إعادة تأهيل حي متضرر؟","تخطيط يراعي احتياجات كبار السن، الأطفال، وذوي الإعاقة (كممرات الكراسي المتحركة) في كل التفاصيل","تخطيط يقتصر على بناء المدارس فقط","تخطيط يركز على تجميل الواجهات الخارجية فقط","تخطيط يستبعد مشاركة سكان الحي الأصليين","تخطيط يراعي احتياجات كبار السن، الأطفال، وذوي الإعاقة (كممرات الكراسي المتحركة) في كل التفاصيل","التنمية الشاملة تضمن أن المرفق العام (كالحديقة أو الرصيف) متاح وسهل الاستخدام لكل شرائح المجتمع."
"DEV-M036","development","medium","كيف تتحول ""الفنادق البوتيكية"" (البيوت الدمشقية المحولة لفنادق) إلى سلاح ذي حدين تنموياً (Gentrification)؟","تجذب السياح وترمم التراث، لكنها قد ترفع الأسعار وتطرد السكان الأصليين وتلغي الطابع السكني للحي","تدمر البيوت الدمشقية بالكامل وتعيد بناءها بالإسمنت","تمنع دخول الأجانب إلى دمشق القديمة","لا تؤثر على الاقتصاد المحلي بأي شكل","تجذب السياح وترمم التراث، لكنها قد ترفع الأسعار وتطرد السكان الأصليين وتلغي الطابع السكني للحي","التحسين المفرط (الاستطباق) يهدد بتحويل المدينة القديمة إلى متحف سياحي بلا روح أو سكان أصليين."
"DEV-M037","development","medium","في مفاهيم التنمية، ما هو دور ""مؤسسات المجتمع المدني"" (CSOs) في الأزمات؟","تلعب دور الوسيط بين المواطن والدولة، وتستجيب سريعاً للاحتياجات الإغاثية والتنموية بمرونة عالية","تتحول إلى شركات تجارية هادفة للربح المالي","تحتكر استيراد المواد الغذائية من الخارج","تمنع العمل التطوعي وتحاربه","تلعب دور الوسيط بين المواطن والدولة، وتستجيب سريعاً للاحتياجات الإغاثية والتنموية بمرونة عالية","المجتمع المدني الفاعل هو شريك أساسي في التنمية، يمتلك مرونة وقدرة على الوصول للفئات الأكثر ضعفاً."
"DEV-M038","development","medium","كيف يؤثر انتقال العمالة من ""القطاع المنظم"" إلى ""القطاع غير المنظم"" (كالبسطات) على مؤشرات التنمية؟","يقلل من ضمانات العمال الاجتماعية والصحية، ويضعف الإيرادات الضريبية اللازمة لتمويل الخدمات العامة","يرفع مستوى الرفاهية والصحة للعمال فوراً","يزيد من تنظيم الشوارع وانسيابية المرور","يعتبر مؤشراً قوياً على نجاح الاقتصاد الصناعي","يقلل من ضمانات العمال الاجتماعية والصحية، ويضعف الإيرادات الضريبية اللازمة لتمويل الخدمات العامة","رغم أنه يوفر دخلاً للعيش، إلا أن الاقتصاد غير المنظم يحرم العامل من حقوقه التقاعدية والطبية."
"DEV-M039","development","medium","ماذا نعني بالانتقال من مبدأ ""الإغاثة"" (Relief) إلى مبدأ ""سبل العيش"" (Livelihoods)؟","التوقف عن توزيع المعونات المباشرة والانتقال لتعليم الناس مهناً ودعمهم لتأسيس مشاريع تدر دخلاً مستداماً","الاستمرار في توزيع السلال الغذائية لعشرات السنين","إيقاف كل المساعدات وترك الناس لمصيرهم المجهول","تقديم الدعم للشركات الكبرى فقط","التوقف عن توزيع المعونات المباشرة والانتقال لتعليم الناس مهناً ودعمهم لتأسيس مشاريع تدر دخلاً مستداماً","مشاريع سبل العيش تعيد الكرامة للإنسان، وتحوله من متلقٍ للمساعدة إلى عضو منتج ومكتفٍ ذاتياً."
"DEV-M040","development","medium","لماذا يعتبر الاستثمار في توفير ""مواصلات عامة آمنة"" داعماً مباشراً لعمل المرأة ومساهمتها التنموية؟","لأنه يزيل عوائق التنقل والخوف، ويتيح للمرأة الوصول لفرص العمل والتعليم البعيدة بأمان وتكلفة معقولة","لأنه يمنع النساء من قيادة السيارات الخاصة","لأن المواصلات العامة مخصصة للنساء فقط","لأنه يزيد من الازدحام المروري في الأسواق","لأنه يزيل عوائق التنقل والخوف، ويتيح للمرأة الوصول لفرص العمل والتعليم البعيدة بأمان وتكلفة معقولة","الأمان والتكلفة في قطاع النقل هما من التحديات الكبرى التي تعيق مشاركة المرأة الاقتصادية."
"DEV-M041","development","medium","ما هو الأثر السلبي طويل الأمد لاعتماد الجمعيات التنموية السورية كلياً على ""المنح الخارجية المتقطعة""؟","يُفقدها استقلاليتها، ويجعل مشاريعها مهددة بالتوقف المفاجئ فور انتهاء مدة المنحة","يجعلها الأكثر غنى ونجاحاً في العالم","يسمح لها بفتح فروع في قارات أخرى","لا يوجد له أي أثر سلبي على الإطلاق","يُفقدها استقلاليتها، ويجعل مشاريعها مهددة بالتوقف المفاجئ فور انتهاء مدة المنحة","الاستدامة تتطلب تنويع مصادر التمويل وبناء استثمارات وقفية محلية (أوقاف) لضمان استمرار التدخلات."
"DEV-M042","development","medium","في تخطيط الأحياء السكنية، كيف يعزز وجود ""المراكز المجتمعية المفتوحة"" من صمود الحي؟","توفر مساحة آمنة لاجتماع السكان، مناقشة مشاكلهم، وتدريب الشباب، مما يعزز التماسك الاجتماعي","تُستخدم كمقرات سرية لتخزين البضائع التجارية","تزيد من الانعزال والتفكك الأسري","ترفع من أسعار العقارات السكنية بشكل مبالغ فيه","توفر مساحة آمنة لاجتماع السكان، مناقشة مشاكلهم، وتدريب الشباب، مما يعزز التماسك الاجتماعي","المركز المجتمعي هو القلب النابض للحي، حيث يتم بناء رأس المال الاجتماعي وتنسيق المبادرات."
"DEV-M043","development","medium","ماذا يسمى المبدأ التنموي الذي يؤكد على ضرورة تصميم المباني لتكون صديقة للبيئة وللإنسان معاً؟","التصميم المستدام (Sustainable Design)","التصميم العشوائي المؤقت","التصميم الكولونيالي القديم","التصميم الزخرفي البحت","التصميم المستدام (Sustainable Design)","التصميم المستدام يراعي تقليل استهلاك الطاقة، توفير الإضاءة الطبيعية، وضمان صحة الساكنين."
"DEV-M044","development","medium","كيف تساهم ""رياض الأطفال المجتمعية"" ذات الأسعار الرمزية في تنمية الأحياء الشعبية؟","تؤسس لنمو سليم للطفل، وتتيح للأمهات وقتاً آمناً للخروج للعمل والمساهمة في دخل الأسرة","تزيد من الأعباء المالية على الأسرة الفقيرة","تحرم الأطفال من اللعب في الشوارع","تغلق المدارس الابتدائية نهائياً","تؤسس لنمو سليم للطفل، وتتيح للأمهات وقتاً آمناً للخروج للعمل والمساهمة في دخل الأسرة","رعاية الطفولة المبكرة هي استثمار مزدوج: تنمية قدرات الطفل، وتمكين اقتصادي للأم."
"DEV-M045","development","medium","في علم التنمية الحضرية، ما هي ظاهرة ""البطالة المقنعة"" التي ترهق القطاع العام؟","وجود أعداد كبيرة من الموظفين يتقاضون أجوراً دون أن يقدموا إضافة إنتاجية حقيقية للعمل","عدم وجود وظائف نهائياً في البلد","استخدام الموظفين للأقنعة أثناء العمل الرسمي","عمل الموظف في ثلاث وظائف مختلفة يومياً","وجود أعداد كبيرة من الموظفين يتقاضون أجوراً دون أن يقدموا إضافة إنتاجية حقيقية للعمل","البطالة المقنعة تستنزف ميزانية الدولة في دفع رواتب لإنتاجية شبه معدومة، بدلاً من استثمارها في التنمية."
"INI-M031","initiative","medium","في إدارة المبادرات، لماذا نعتبر خطوة ""تحليل أصحاب المصلحة"" (Stakeholder Analysis) حاسمة قبل البدء؟","لمعرفة من سيدعم المبادرة (للتعاون معه) ومن سيعارضها (لإدارة مخاوفه وتجنب عرقلة العمل)","لمعرفة أرقام حساباتهم البنكية وسرقتها","لدعوتهم جميعاً لحفل عشاء مكلف فقط","لإقصاء كل شخص لا ينتمي لفريق العمل","لمعرفة من سيدعم المبادرة (للتعاون معه) ومن سيعارضها (لإدارة مخاوفه وتجنب عرقلة العمل)","تجاهل شخصية مؤثرة في الحي (كمختار أو إمام مسجد) قد يؤدي إلى إفشال المبادرة حتى لو كانت نواياها حسنة."
"INI-M032","initiative","medium","عند إجراء جلسة ""عصف ذهني"" (Brainstorming) لحل مشكلة في الحي، ما هي القاعدة الذهبية الأولى؟","يُمنع النقد أو السخرية من أي فكرة في المرحلة الأولى، لتشجيع الجميع على التفكير بحرية وإبداع","يجب معاقبة صاحب الفكرة الضعيفة بالطرد","يجب أن يوافق القائد على الفكرة مسبقاً قبل طرحها","تحديد دقيقة واحدة فقط لانتهاء الجلسة","يُمنع النقد أو السخرية من أي فكرة في المرحلة الأولى، لتشجيع الجميع على التفكير بحرية وإبداع","العصف الذهني يعتمد على الكمية أولاً ثم النوعية؛ فالفكرة التي تبدو ساذجة قد تلهم فكرة عبقرية."
"INI-M033","initiative","medium","كيف نُطبق مبدأ ""المساءلة"" (Accountability) داخل فريق المبادرة التطوعية؟","عبر تقارير واضحة تُبين ما تم إنجازه مقارنة بالخطة، وكيف صُرفت الأموال، ومحاسبة المقصرين مهنياً","عبر تخوين الآخرين واتهامهم بالسرقة دون أدلة","بإخفاء الأخطاء خوفاً من انتقاد الداعمين","بإلغاء الاجتماعات الدورية لتوفير الوقت","عبر تقارير واضحة تُبين ما تم إنجازه مقارنة بالخطة، وكيف صُرفت الأموال، ومحاسبة المقصرين مهنياً","المساءلة والشفافية هما صمام الأمان الذي يحمي سمعة الفريق ويضمن استمرار ثقة المجتمع والممولين."
"INI-M034","initiative","medium","مبادرة لتوزيع السلال الغذائية تلقت شكاوى من مستفيدين لسوء الجودة. ما هو الرد الإداري السليم؟","استقبال الشكاوى بمهنية، التحقق من الموردين، تعويض المتضررين، ووضع آلية لضبط الجودة مستقبلاً","تجاهل الشكاوى وتذكير المستفيدين بأنها مجانية","شتم المشتكين وإلغاء أسمائهم من القوائم","التوقف عن العمل الخيري تماماً","استقبال الشكاوى بمهنية، التحقق من الموردين، تعويض المتضررين، ووضع آلية لضبط الجودة مستقبلاً","آلية ""الشكاوى والتغذية الراجعة"" ليست هجوماً على المبادرة، بل أداة لتطوير جودة الخدمة وحفظ الكرامة."
"INI-M035","initiative","medium","في تصميم المشاريع، ما هو ""الإطار المنطقي"" (Logical Framework / LogFrame)؟","مصفوفة (جدول) تُلخص بشكل مترابط: أنشطة المبادرة، مخرجاتها، أهدافها، ومؤشرات قياس النجاح","لوحة خشبية تُعلق عليها صور المتطوعين","إطار مالي يحدد رواتب المدراء فقط","قائمة بأسماء الأحياء المجاورة للمبادرة","مصفوفة (جدول) تُلخص بشكل مترابط: أنشطة المبادرة، مخرجاتها، أهدافها، ومؤشرات قياس النجاح","الإطار المنطقي هو خريطة المشروع؛ يقرؤها أي داعم فيفهم فوراً كيف ستتحول المدخلات إلى أثر تنموي."
"INI-M036","initiative","medium","كيف نتعامل مع ظاهرة ""الاحتراق الوظيفي/التطوعي"" (Burnout) لدى أعضاء الفريق الميداني؟","نطبق التناوب في المهام، نحدد أوقاتاً للراحة، ونعقد جلسات تفريغ نفسي وتقدير للجهود المبذولة","نجبرهم على العمل لساعات أطول كعقاب","نتجاهل تعبهم لأن العمل التطوعي يتطلب التضحية","نطردهم ونستبدلهم بمتطوعين جدد فوراً","نطبق التناوب في المهام، نحدد أوقاتاً للراحة، ونعقد جلسات تفريغ نفسي وتقدير للجهود المبذولة","إرهاق المتطوع وتجاهل صحته النفسية يؤديان لتسربه وفقدان كفاءات مدربة يصعب تعويضها."
"INI-M037","initiative","medium","ما هي استراتيجية ""بناء التحالفات"" (Coalition Building) في العمل المجتمعي؟","توحيد جهود عدة مبادرات وجمعيات محلية للعمل معاً نحو هدف استراتيجي أكبر يعجزون عنه منفردين","منافسة الجمعيات الأخرى وإسقاطها إعلامياً","تفكيك الفريق الواحد لعدة فرق متناحرة","الاعتماد على جهة خارجية أجنبية للقيام بالعمل","توحيد جهود عدة مبادرات وجمعيات محلية للعمل معاً نحو هدف استراتيجي أكبر يعجزون عنه منفردين","التحالفات توحد الأصوات والموارد، وهي الطريقة الأمثل لحملات ""المناصرة"" وتغيير القوانين."
"INI-M038","initiative","medium","في دورة حياة المشروع، ما أهمية مرحلة ""الإغلاق والتوثيق"" (Closure) رغم انتهاء العمل الميداني؟","أرشفة الملفات المالية والإدارية، توثيق قصص النجاح، وتسجيل الدروس المستفادة للمشاريع القادمة","توزيع الأموال المتبقية كأرباح شخصية للمؤسسين","التخلص من جميع الأوراق وإتلافها لسرية العمل","تغيير أرقام هواتف الفريق للهروب من المستفيدين","أرشفة الملفات المالية والإدارية، توثيق قصص النجاح، وتسجيل الدروس المستفادة للمشاريع القادمة","المبادرة التي لا تُوثَق هي مبادرة بلا ذاكرة؛ التوثيق يحفظ الخبرات التراكمية للمجتمع."
"INI-M039","initiative","medium","ماذا نعني بالوصف الوظيفي (Job Description) للمتطوع ولماذا هو ضروري؟","تحديد مهامه، مسؤولياته، لمن يقدم تقاريره، وما هي المهارات المطلوبة منه لمنع التخبط الإداري","تحديد نوع الطعام الذي يفضله يومياً","ورقة تُلزمه بدفع اشتراك شهري للمبادرة","شهادة شكر تُقدم له بعد انتهاء العمل","تحديد مهامه، مسؤولياته، لمن يقدم تقاريره، وما هي المهارات المطلوبة منه لمنع التخبط الإداري","المتطوع يحتاج لمعرفة دوره بدقة لكي يبدع؛ الغموض في المهام يخلق تضارباً واتكالية داخل الفريق."
"INI-M040","initiative","medium","عند تنظيم حملة تبرع بالدم، ما هو الخطر الأكبر لعدم التنسيق المسبق مع ""الجهات المعنية"" (بنك الدم/المستشفيات)؟","إهدار كميات الدم المتبرع بها لعدم وجود قدرة تخزينية كافية أو أكياس حفظ مناسبة لديهم","زيادة عدد المتبرعين بشكل مبالغ فيه","رفض الناس للمشاركة في المبادرة نهائياً","تحقيق نجاح ساحق وغير متوقع","إهدار كميات الدم المتبرع بها لعدم وجود قدرة تخزينية كافية أو أكياس حفظ مناسبة لديهم","المبادرات الصحية لا تحتمل الارتجال؛ التنسيق المسبق يضمن أن الجهد المبذول يذهب لمكانه الصحيح وفق الأصول الطبية."
